Title,Call No,Copy No,Rayon,Branch
"OPEN Vs CLOSED, application dans le domaine de la défense Journal  PU 26037 B10  1  Main 1545  OPEN Vs CLOSED, application dans le domaine de la défense Journal  PU 26037 B10  2  Main 1546  OPEN Vs CLOSED, application dans le domaine de la défense Journal  PU 26037 B10  3  Main 1547  AFRICA'S CANABIS INDUSTRY TAKES OFF Journal  ISBN_13: 9770141392067 ISSN: 15228916 PU 26038 B10  1  Main 1548  Transformer votre équipe de direction Journal  ISBN_13: 3781156318504 ISSN: 0017-8012 PU 26040 B10  1  Main 1549  la Gazette de la Société Mathématique de France [Janvier 2022] N°171 Journal  ISSN: 02248999 PU 26041 B10  1  Main 1550  la Gazette de la Société Mathématique de France [ Avril 2022] N°172 Journal  ISSN: 02248999 PU 26042 B10  1  Main 1551  le journal des énergies renouvelables Journal  ISSN: 24918687 PU 26043 B10  1  Main 1552  African BUSINESS: AFRICA'S TOP 250 COMPANIES Journal  PU 26044 B10  1  Main 1553  La Lettre de l'Académie Hassan II des sciences et Techniques - 40 Journal  ISSN: 2028-7380 JA 25009 B10  2  Main 1554  La Lettre de l'Académie Hassan II des sciences et Techniques - 37 Journal  ISSN: 2028-7380 PU 26048 B10  1  Main 1555  La Lettre de l'Académie Hassan II des sciences et Techniques - 37 Journal  ISSN: 2028-7380 PU 26048 B10  2  Main 04/06/2025 23:52 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:16 2/8 ASN No Title Type Identifiers   Call No Copy No Branch 1556  La Lettre de l'Académie Hassan II des sciences et Techniques : NUMERO SPECIAL Journal  ISSN: 2028-7380 PU 26049 B10  1  Main 1557  Voyage Au Bout De LA Nuit (Folio) (French Edition) (Folio S.)",FR,16198,B5,2
Le Nom de la Rose (Ldp Litterature) (French Edition),FR,16098,B5,2
The Handmaid's Tale,LA,17117,B5,1
L'arabe du futur (French Edition),FR,16209,B5,1
L'Arabe du futur - Tome 2 (French Edition),FR,16210,B5,1
L'Arabe du futur - volume 3 - une jeunesse au moyen orient 1985-1987 (French Edition),FR,16211,B5,1
BUSINESS MODEL NOUVELLE GENERATION,BU,14012,B4,1
Nedjma,FR,16212,B5,1
Caste: The International Bestseller,LA,17092,B5,1
A Promised Land (Random House Large Print),LA,17093,B5,1
Becoming,LA,17094,B5,1
The Midnight Library,LA,17095,B5,1
The Testaments: A Novel (The Handmaid's Tale),LA,17096,B5,1
Brave New World,LA,17097,B5,1
Stay Close: NOW A MAJOR NETFLIX SHOW,LA,17098,B5,1
"Level 1: 20,000 Leagues Under the Sea (Pearson English Graded Readers)",LA,17099,B5,1
Level 2: Lost In New York (Pearson English Graded Readers),LA,17100,B5,1
Level 6: Anna Karenina (Pearson English Graded Readers),LA,17101,B5,1
Level 1: Run For Your Life (Pearson English Graded Readers),LA,17102,B5,1
Level 2: Black Beauty (Pearson English Graded Readers),LA,17103,B5,1
Level 2: The Mysterious Island (Pearson English Graded Readers),LA,17104,B5,1
"Level 3: Canterbury Tales (Pengin Readers, Level 3)",LA,17105,B5,1
Level 2: The Jungle Book (Pearson English Graded Readers),LA,17106,B5,1
Northanger Abbey,LA,17107,B5,1
Level 5: Round the World in Eighty Days (Pearson English Graded Readers),LA,17108,B5,1
Level 2: Marley and Me (Pearson English Graded Readers),LA,17109,B5,1
"Level 2: White Fang (2nd Edition) (Penguin Readers, Level 2)",LA,17110,B5,1
Level 2: Tales from the Arabian Nights (Pearson English Graded Readers),LA,17111,B5,1
Level 3: Leaving Microsoft to Change the World (Pearson English Graded Readers),LA,17112,B5,1
Level 1: Surfer! (Pearson English Graded Readers),LA,17113,B5,1
Level 1: Battle of Newton Road (Pearson English Graded Readers),LA,17114,B5,1
Level 6: Saving Private Ryan (Pearson English Graded Readers),LA,17115,B5,1
Level 1: Daniel Radcliffe (Pearson English Graded Readers),LA,17116,B5,1
Développement et architecture des Applications Web Modernes - Retrouver les fondamentaux,IT 8044,B3,1,Main
Langage C - Maîtriser la programmation procédurale (avec exercices pratiques) (2e édition),IT 8045,B3,1,Main
C++ - Des fondamentaux du langage aux applications (3e édition),IT 8046,B3,1,Main
Programmer en MATLAB (French Edition),IT 8047,B3,1,Main
Green IT et accessibilité - Développez votre site web Numérique Responsable,IT 8048,B3,1,Main
HTML5 et CSS3 - Maîtrisez les standards de la création de sites web (2e édition),IT 8049,B3,1,Main
"Data-driven science and engineering : machine learning, dynamical systems, and control",B3,1,Main,04/06/2025 23:52
Deep learning with Python,IT 8051,B3,1,Main
"Recherche d'information - Applications, modèles et algorithmes: Data mining, décisionnel et big data",IT 8052,B3,1,Main
"Programmer en langage C, 5e édition: Cours et exercices corrigés.",IT 8053,B3,1,Main
"Matrix Computations (Johns Hopkins Studies in the Mathematical Sciences, 3)",IT 8054,B3,1,Main
"La prestation logistique: Origines, enjeux et perspectives.",GI,12031,B4,1
Gestion de production: Les fondamentaux et les bonnes pratiques,GI,12032,B4,1
Design of Rockets and Space Launch Vehicles (AIAA Education),PH,1076,B1,1
Crowds in Equations: An Introduction to the Microscopic Modeling of Crowds (Advanced Textbooks in Mathematics),MA,6105,B3,1
Mathematics for Machine Learning,MA,6106,B3,1
Analysis (Graduate Studies in Mathematics),MA,6107,B3,1
Manufacturing Consent : Political Economy of the Mass Media,PI,21019,B8,1
"Sleight of Mind: 75 Ingenious Paradoxes in Mathematics, Physics, and Philosophy (Mit Press)",PI,21020,B8,1
A Brief History of Time,PI,21021,B8,1
Brief Answers To The Big Questions,PI,21022,B8,1
Réussir le financement de votre création d'entreprise: Combien coûtera votre projet ? Quels sont vos moyens et partenaires financiers pour créer ? ... ? Quest est votre risque financier.,BU,14013,B4,1
Le business plan en pratique: Conseils d'un chef d'entreprise pour construire et rédiger votre business plan,14014,B4,1,Main
"Votre business model sur mesure: La boîte à outils pour concevoir, entreprendre, agir, manager (EYROLLES) (French Edition)",BU,14015,B4,1
"The Design Thinking Playbook: Mindful Digital Transformation of Teams, Products, Services, Businesses and Ecosystems (Design Thinking Series)",BU,14016,B4,1
Histoire du Maroc,HP,20070,B8,1
Le Passe Simple (Collection Folio) (French Edition),FR,16213,B5,1
Cronopes Et Fameux (Folio) (French Edition),FR,16214,B5,1
Bonheur d'occasion,FR,16215,B5,1
Ce qu'il advint du sauvage blanc (Blanche) (French Edition),FR,16216,B5,1
Votre temps est infini - Et si votre journée était plus longue que vous ne le pensiez ?,DP,19102,B7,1
Votre cerveau est extraordinaire ! 50 astuces de mentaliste qui vont vous changer la vie,DP,19103,B7,1
Comprendre la finance: Pour les non-financiers et les étudiants,EF,10027,B3,1
L'essentiel de la finance à l'usage des managers : Maîtriser les chiffres de l'entreprise,10028,B3,1,Main
Introduction au calcul stochastique appliqué à la finance - nouvelle édition,EF,10029,B3,1
Paul Wilmott Introduces Quantitative Finance,EF,10030,B3,1
Fundamentals and applications of renewable energy,EN,3013,B2,1
La naissance de la physique moderne racontée au fil des Conseils Solvay (UBLIRE),PH 607,B1,1,Main
"Génie électrique - Cours complet illustré - Les grandes fonctions de la chaîne d’information - IUT, BTS, CPGE (TSI et ATS), écoles d’ingénieurs",PH 608,B1,1,Main
The Innovator's Dilemma: When New Technologies Cause Great Firms to Fail (Management of Innovation and Change),BU,14007,B4,2
"Génie mécanique - 2e éd. - Conception, Matériaux, Fabrication, Applications industrielles: Conception, Matériaux, Fabrication, Applications industrielles (DunodTech) (French Edition)",PH 609,B1,1,Main
Toute la Physique - 2e ed. (Sciences Sup) (French Edition),PH 610,B1,1,Main
L'électricité au coeur des défis africains - manuel sur l'électrification en Afrique (HOMMES ET SOCIE),EN 3014,B2,1,Main
Actu IA N° 6,26052,B10,1,Main
"L'usine du futur - Stratégies et déploiement - 2e éd. - Industrie 4.0, de l'IoT aux jumeaux numériqu: Industrie 4.0, de l'IoT aux jumeaux numériques (Hors Collection) (French Edition)",IT 8055,B3,1,Main
"Management d'un projet système d'Information -8e éd. - Principes, techniques, mise en oeuvre et outi: Principes, techniques, mise en oeuvre et outils",IT 8056,B3,1,Main
Programmation Arduino: Développez rapidement vos premiers programmes,IT 8057,B3,1,Main
Arduino - 2e éd. - Maîtrisez sa programmation et ses cartes d'interface (shields): Maîtrisez sa programmation et ses cartes d'interface (shields) (Tous makers !) (French Edition),IT 8058,B3,1,Main
"Python pour la physique: Calcul, graphisme, simulation",IT 8059,B3,1,Main
"Marketing: Le manuel complet du marketing, labellisé par le Collège de Labellisation de la FNEGE",MK,15006,B4,1
Mercator - 13e éd. - Livre + e-book inclus: Tout le marketing à l'ère de la data et du digital,MK,15007,B4,1
Le marketing - fondements et pratique (GESTION G),MK,15008,B4,1
Principes de l'économie,EF,10031,B3,1
Introduction à l'analyse numérique des équations aux dérivées partielles: Mathématiques appliquées pour la maîtrise (Sciences Sup) (French Edition),MA,6108,B3,1
Management industriel et logistique - concevoir et piloter la supply chain (GESTION DIRIGEE),GI,12034,B4,1
L'ART D'AVOIR TOUJOURS RAISON,PI,21023,B8,1
"Textes Cles de Philosophie de la Logique: Consequence, Preuve Et Verite (French Edition)",PI,21024,B8,1
"Textes Cles de Philosophie Des Sciences: Vol. I: Theories, Experiences Et Methodes (French Edition)",PI,21025,B8,1
"Textes Cles de Philosophie Des Mathematiques: Vol. 1: Ontologie, Verite Et Fondements (French Edition)",PI,21026,B8,1
"Philosophie De La Connaissance: Croyance, Connaissance, Justification (Textes Cles) (French Edition)",PI,21027,B8,1
Philosophie Des Sciences: Naturalismes Et Realismes (2) (Textes Cles) (French Edition),PI,21028,B8,1
"Textes Cles de Philosophie Des Mathematiques: Vol. 2: Logique, Preuve Et Pratiques (French Edition)",PI,21029,B8,1
Quelle stratégie pour votre stratégie ?,BU,14017,B4,1
L'aventure ambiguë,FR,16217,B5,1
La Mort du roi Tsongor - Classiques et Contemporains,FR,16218,B5,1
Tous des oiseaux (French Edition),FR,16219,B5,1
Le piano oriental (Albums) (French Edition),FR,16220,B5,1
Dans les forêts de Sibérie,FR,16221,B5,1
Le Principe responsabilité: Une éthique pour la civilisation technologique,SH,18057,B6,1
La Société du risque: SUR LA VOIE D'UNE AUTRE MODERNITE,SH,18058,B6,1
"Un nouveau modèle économique: Développement, justice, liberté",SH,18059,B6,1
"Textes Cles de l'Histoire Des Sciences: Methodes, Styles Et Controverses (French Edition)",SH,18060,B6,1
Pour une éthique du numérique,SH,18061,B6,1
"La théorie politique contemporaine: Courants, auteurs, débats",SH,18062,B6,1
Notre humanité: D'Aristote aux neurosciences (Histoire de la Pensée) (French Edition),SH,18063,B6,1
Actu IA N° 7,26051,B10,1,Main
Level 2: Persuasion (Pearson English Graded Readers),LA,17119,B5,1
Level 2: Gandhi (Pearson English Graded Readers),LA,17120,B5,1
"The Merriam-Webster Dictionary, Trade Paperback, Newest Edition",DI,24010,B10,1
Mastering the Dynamics of Innovation,BU,14018,B4,1
Exercices en langage C++: 178 exercices corrigés (French Edition),IT 8060,B3,1,Main
"Mathematical Foundations of Quantum Mechanics: New Edition (Princeton Landmarks in Mathematics and Physics, 53)",MA,6109,B3,1
"Multiscale Modeling and Simulation in Science (Lecture Notes in Computational Science and Engineering, 66)",MA,6111,B3,1
Avantage Supply Chain: Les 5 leviers pour faire de votre Supply Chain un atout compétitif (French Edition),GI,12035,B4,1
Logistics and Supply Chains in Emerging Markets,GI,12036,B4,1
Introduction to Renewable Energy for Engineers,PH 611,B1,1,Main
"Introduction to Aircraft Flight Mechanics: Performance, Static Stability, Dynamic Stability, Classical Feedback Control, and State-Space Foundations (AIAA Education)",PH 612,B1,1,Main
Designing Unmanned Aircraft Systems: A Comprehensive Approach (AIAA Education Series),PH 613,B1,1,Main
"Introduction to Aircraft Flight Mechanics: Performance, Static Stability, Dynamic Stability, Classical Feedback Control, and State-Space Foundations (AIAA Education)",PH 612,B1,2,Main
THOSE WHO INSPIRE,B10,11,Main,1681
B10  12  Main 04/06/2025 23:52 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:17 4/8 ASN No Title Type Identifiers   Call No Copy No Branch 1682  THOSE WHO INSPIRE,B10,13,Main,1683
B10  14  Main 1684  Dossier l'intelligence Artificiel Journal  PU 26054 B10  1  Main 1685  Dossier l'intelligence Artificiel Journal  PU 26054 B10  2  Main 1686  Dossier l'intelligence Artificiel Journal  PU 26054 B10  3  Main 1687  Dossier l'intelligence Artificiel Journal  PU 26054 B10  4  Main 1688  De la Performance à l'excellence: Devenir une entreprise leader (French Edition),BU,14019,B4,1
"Europe's Energy Crisis : Will Africa Ride To the Rescue? Journal  ISSN: 2606-3778 PU 26055 B10  1  Main 1690  Stratégique, 12e + MyLab",BU,14020,B4,1
Servitudes virtuelles,SH,18064,B6,1
Lean Startup: Adoptez l'innovation continue (French Edition),BU,14021,B4,1
Elon Musk starlink: final frontier for africa's internet? Journal  ISSN: 2606-3778 PU 26056 B10  1  Main 1694  Créez une boite qui vous ressemble,26057,B10,1,Main
FORÊTS : L'AFRIQUE DERNIER POUMON DE LA PLANÈTE?,26058,B10,1,Main
En finir avec le fossé hommes femmes ET SAVOIR TIRER PROFIT DE TOUS LES TALENTS,26059,B10,1,Main
Level 2: Robin Hood (Pearson English Graded Readers),LA,17121,B5,1
Level 1: The Adventures of Tom Sawyer (Pearson English Graded Readers),LA,17122,B5,1
Level 2 : three short stories of sherlock holmes,17123,B5,1,Main
Level 5: Tales of Mystery and Imagination (Pearson English Graded Readers),LA,17047,B5,2
Level 1: Muhammad Ali (Pearson English Graded Readers),LA,17125,B5,1
Level 2: The Last of the Mohicans (Pearson English Graded Readers),LA,17126,B5,1
Level 4: The Locked Room and Other Horror Stories (Pearson English Graded Readers),LA,17127,B5,1
Level 5: Outstanding Short Stories (Pearson English Graded Readers),LA,17128,B5,1
Animal Farm,LA,17129,B5,1
Architecture logicielle propre,IT 8061,B3,1,Main
ENVIRONMENT VS DEVELOPMENT: THE DEBATE DIVIDING AFRICA,26061,B10,1,Main
VOUS AUSSI PARTEZ EN VACANCES DANS LE METAVERSE !,26062,B10,1,Main
L'ETAT PROTEGE-T-IL VRAIMENT NOS DONNEES?,26063,B10,1,Main
de la Société Mathématique de France [ Juillet 2022] N°173,B10,1,Main,04/06/2025 23:52
CONCEPTION 3D C'EST L'ETE CHANGEZ DE DECO,26065,B10,1,Main
Afrique Le lait sans la poudre,26066,B10,1,Main
CHANGER DE VIE,26067,B10,1,Main
MARKETING MANAGEMENT 16e édition + MyLab,MK,15009,B4,1
stratégie océan bleu: Comment créer de nouveaux espaces stratégiques (French Edition),BU,14022,B4,1
Applied Numerical Linear Algebra,MA,6112,B3,1
LE SEXE SANS TABOU,26068,B10,1,Main
LES ASSISTANTS VOCAUX HAUSSENT LE TON,26069,B10,1,Main
le journal des énergies renouvelables,26071,B10,1,Main
"NEURONE, DEEP LEARNING ET VISION ARTIFICIELLE : UNE PLONGÉE DANS L'HISTOIRE Journal  PU 26072 B10  1  Main 1721  Le tissu de nos singularités: vivre ensemble au Maroc (French Edition)",SH,18068,B6,1
"Les champions nationaux, l'équation du développement au Maroc (French Edition)",SH,18067,B6,1
LES JEUNES DU MAROC COMPRENDRE LES DYNAMIQUES POUR UN NOUVEAU CONTRAT SOCIAL,B6,1,Main,1724
B5  1  Main 04/06/2025 23:52 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:17 7/8 ASN No Title Type Identifiers   Call No Copy No Branch 1725  à quoi ressemblera l'internet du futur Journal  ISSN: 2268-1280 PU 26073 B10  1  Main 1726  La Gouvernance,SH,18065,B6,1
La Gouvernance,SH,18065,B6,2
La Gouvernance,SH,18065,B6,3
Seven Husbands of Evelyn Hugo,LA 17132,B5,1,Main
Le Chemin des possibles,FR 16222,B5,1,Main
Le Chemin des possibles,FR 16222,B5,2,Main
Le Chemin des possibles,FR 16222,B5,3,Main
"Les Nouveaux réseaux Sociaux pour vendre ses Talents Publication  ISSN: 22667989 PU 26074 B10  1  Main 1734  gagner en intuition, mémoire, créativité, intelligence(s)... DEVENEZ UN MANAGER MENTALISTE Journal  PU 26075 B10  1  Main 1735  Spécial RUMINANTS Journal  PU 26082 B10  1  Main 1736  Afrique La faim continue de progresser Journal  PU 26083 B10  1  Main 1737  L'ordinateur quantique va tout bouleverser Journal  ISSN: 2266-7989 PU 26084 B10  1  Main 1738  THE FUTURE OF URBAN TRANSIT Journal  ISSN: 0141-3929 PU 26085 B10  1  Main 1739  LE QATAR FACE AU BUT",B10,1,Main,1739
Main 1740  la Gazette de la Société Mathématique de France Octobre 2022 N°174,B10,1,Main,1741
Main 1742  le journal des énergies renouvelables,B10,1,Main,Report: All Copies
"AFRICA'S DIASPORA, Integration or separation ? Journal  ISSN: 2606-3778 PU 26081 B10  1  Main 1744  IA & Sécurité, état des lieux Journal  PU 26079 B10  1  Main 1745  Spécial aviculture Journal  PU 26089 B10  1  Main 1746  Inédit De la vigne au Sénégal Journal  PU 26088 B10  1  Main 1747  Afrique de sud le géant en panne Journal  ISSN: 0998-9307 PU 26087 B10  1  Main 1748  notre guide anti-arnaques ne vous faites plus avoir ! Journal  ISSN: 2266-7989 PU 26086 B10  1  Main 1749  Justice at last ?",B10,1,Main,1750
Main 1751  Best of 2022 les entrepreneurs,B10,1,Main,1752
Main 1753  PENSEZ VERT OPTEZ POURDES PRODUITS DURABLES,B10,1,Main,1754
"Main 1755  FORCES ROYALES AIR MAROCAIN Journal  PU 26099 B10  1  Main 1756  FABRIQUEZ VOTRE ROBOT Journal  ISSN: 2266-7989 PU 26097 B10  1  Main 1757  Reportage Le Togo, roi du soja biologique Journal  ISSN: 2741-7255 PU 26098 B10  1  Main 1758  English vocabulary builder workbook",B5,1,Main,1759
"Main 1760  mission critical How africa can profit from its mineral boom Journal  PU 26101 B10  1  Main 04/06/2025 23:53 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:18 2/7 ASN No Title Type Identifiers   Call No Copy No Branch 1761  osez parler d'argent Journal  PU 26102 B10  1  Main 1762  Reconnaissance faciale pourquoi nous n'y échapperons pas Journal  PU 26103 B10  1  Main 1763  Granulés de bois, filière en expansion Journal  PU 26104 B10  1  Main 1764  Kaplan TOEIC Vocabulary Prep",DI 24011,B10,1,Main
The report 2015 Morocco,1,Main,1767,UNIVERSITÉ ET DYNAMIQUES SOCIÉTALES AU
Main 1768  Supply Chain Performance Management,GI 12038,B4,1,Main
Cases and Materials on the Regulation of International Business and Economic Relations,BU 14023,B4,1,Main
Surprenants entrepreneurs marocains : 12 secrets tirEs de 27 rEussites marocaines,BU 14024,B4,1,Main
Multinational Business Finance,EF 10033,B3,1,Main
Economics,EF 10032,B3,1,Main
40R A Quarterly Journal of Operations Research,B10,1,Main,1774
Main 1775  40R A Quarterly Journal of Operations Research Journal  ISSN: 16194500 JA 25012 B10  1  Main 1776  40R A Quarterly Journal of Operations Research Journal  ISSN: 16194500 JA 25013 B10  1  Main 1777  40R A Quarterly Journal of Operations Research Journal  ISSN: 16194500 JA 25014 B10  1  Main 04/06/2025 23:53 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:18 3/7 ASN No Title Type Identifiers   Call No Copy No Branch 1778  Half a billion jobs by 2050 ? Journal  PU 26106 B10   1  Main 1779  Soft Power Africa Publication  ISSN: 09989307 PU 26107 B10  1  Main 1780  Soft Power Africa Publication  ISSN: 09989307 PU 26107 B10  1  Main 1781  DEMAIN QUELLE INTELLIGENCE ARTIFICIELLE ? Journal  ISSN: 37811678 PU 26108 B10  1  Main 1782  QUI EST VRAIMENT CHATGPT ? Journal  ISSN: 37813262 PU 26109 B10  1  Main 1783  VERS UNE AGRICULTURE PLUS VERTE GRÂCE AU NUMÉRIQUE Publication  ISSN: 37813262 PU 26110 B10  1  Main 1784  TOUT CE QU'IL FAUT SAVOIR SUR WIFI 7 Journal  ISSN: 37813262 PU 26111 B10  1  Main 1785  L'EXCEPTION NIGER Journal  ISSN: 37813888 PU 26112 B10  1  Main 1786  CAN THE GREAT GREEN WAIL SAVE THE SAHEL ? Journal  ISSN: 37803136 PU 26113 B10  1  Main 1787  Retrouvez le sommeil grâce au numérique  Journal  ISSN: 37813262 PU 26114 B10  1  Main 1788  Le point sur la géothermie Journal  PU 26115 B10  1  Main 1789  50 façons d'affirmer son leadership Journal  ISSN: 37819238 PU 26116 B10  1  Main 1790  DU WIFI AU TOP DANS TOUTE LA MAISON,1,Main,1791,PROLONGER LA VIE DE VOTRE PC
Main 1792  Picking up steam: Africa's geothermal future,1,Main,1793,L'AFRIQUE DANS LE MONDE
Main 1794  FAITES-VOUS ASSISTER PAR UNE IA,1,Main,04/06/2025 23:53,Librarika: Reports
LES BONNES AFFAIRES DE LA BROCANTE EN LIGNE,1,Main,1796,CHANGER DE VIE
Main 1797  JE JOUE DE GUITARE ROCK,B9,1,Main,1798
Main 1799  L'ESPACE MAROCAIN N°106,4,Main,1800,L'ESPACE MAROCAIN N°107
Main 1801  L'ESPACE MAROCAIN N°107,4,Main,1802,L'ESPACE MAROCAIN N°106
Main 1803  L'ESPACE MAROCAIN N°106,2,Main,1804,L'ESPACE MAROCAIN N°107
Main 1805  L'ESPACE MAROCAIN N°107,2,Main,1806,HOUSING THE NEXT BILION
Main 1807  N°443-444 AFRIQUE MAGAZINE,1,Main,1808,La correspondance commerciale
Main 1809  La correspondance commerciale,1,Main,1810,Droit commercial
Main 04/06/2025 23:53 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:18 5/7 ASN No Title Type Identifiers   Call No Copy No Branch 1811  The Fourth market theory and the paths to differentiation in the islamic finance industry,B3,1,Main,1812
Main 1813  Diagnostic Financier et Evaluation de l'Entreprise,B3,1,Main,1814
Main 1815  Comptabilité analytique d'exploitation,1,Main,1816,The future of African Energy
Main 1817  Exclusive interviews and insights: Delivering the vision of a prosperous Africa,B10,1,Main,1818
Main 1819  Afrique Magazine: Sénégal Le choix de Macky,1,Main,1820,Afrique magazine: Putsch
Main 1821  Cultiver ses réseaux ( Septembre / Octobre 2023 ),1,Main,1822,Changer de vie pour changer le monde
Main 1823  Salaires des cadres,1,Main,1824,Major Climate Issues Commitments and financing
"Main 1825  L'Océan, une ressource à protéger",1,Main,1826,Marrakech Marque mondiale
Main 1827  L'économiste Campus ( Guide 2023 ),1,Main,1828,Agadir Le New Deal
"Main Page 18 of 20, showing 100 records out of 1942 total, starting on record 1701, ending on 1800 04/06/2025 23:53 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:18 6/7 04/06/2025 23:53 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:18 7/7 ASN No Title Type Identifiers   Call No Copy No Branch 1829  Dakhla Oser Investir",B10,1,Main,1830
B10  1  Main 1831  Mohammedia Joker industriel,B10,1,Main,1832
B5  2  Main 1833  #Girlboss,LA,17139,B5,1
L'entreprise sociale (aussi) a besoin d'un business plan,BU,14026,B4,1
Systèmes dynamiques - 2e ed - Cours et exercices corrigés: Cours et exercices corrigés,MA,6113 B3,1,Main
Cinenews Publication  PU 26139 B10 1  Main 1837  Cinenews Publication  PU 26139 B10 2  Main 1838  Plaidoyer pour les Arabes: Vers un récit universel,DDC: DON FR,SH,18070,B6
"Main 1839  Poutine, l'itinéraire secret",FR,16224,B5,1
Strengths finder 2.0,DP,19074,B7,2
Le docteur Jivago (French Edition),DDC: DON FR,FR,16232,B5
Main 1842  La Valeur de la science,DDC: DON FR,PI,21030,B8
Main 1843  Metaphysique Des Tubes (French Edition),FR,16225,B5,1
MÉFIEZ-VOUS DES PARACHUTISTES,FR,16226,B5,1
Réinventer l'Occident Essai sur une crise économique et culturelle,FR,16227,B5,1
Fictions,FR,16229,B5,1
L'étranger (export),FR,16140,B5,1
"L'étranger (Collection Folio, no. 2) (French Edition)",FR,16140,B5,2
Le livre des Merveilles,FR,16228,B5,1
L'Homme Qui Voulait Etre Heureux (Roman contemporain) (French Edition),FR,16053,B5,2
Nouvelle Alliance (Folio Essais) (French Edition),FR,16164,B5,2
Dans la Google du loup,FR,16230,B5,1
La promesse de l'aube,FR,16231,B5,1
OPERATIONS RESEARCH: AN INTRODUCTION,MA,6114,B3,1
Management des opérations Principes et applications,MK,15012,B4,1
"Branding management : La marque, de l'idée à l'action",MK,15010,B4,1
1  1858  Management des systèmes d'information,MK,15011,B4,1
L'approche processus: Mode d'emploi (French Edition),DDC: DON FR,EF,10038,B3
"Main 1860  Introduction à la microéconomie, 3e édition",DDC: DON FR,EF,10039,B3
Main 1861  Gérez un projet gagnant !: Manuel de coûtenance,DDC: DON FR,BU,14027,B4
Main 1862  Management de la maintenance - 2ème édition: Améliorez les performances opérationnelles et financières de votre maintenance (Fonctions de l'entreprise),DDC: DON FR,GI,12039,B4
Main 1863  Amélioration continue en maintenance - Techniques d'audit et plan de progrès: Techniques d'audit et plan de progrès,DDC: DON FR,GI,12040,B4
Main 1864  Le e-learning: Ce qu'il faut savoir sur la formation distancielle,DDC: DON FR,DP,19104,B7
Main 04/06/2025 23:53 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:19 3/9 ASN No Title Type Identifiers   Call No Copy No Branch 1865  Management industriel et logistique - concevoir et piloter la supply chain (GESTION DIRIGEE),GI,12034,B4,2
100 fiches pour comprendre la stratégie des entreprises,DDC: DON FR,BU,14027,B4
Main 1867  Connectez-vous à vous-même,DDC: DON FR,DP,19105,B7
Main 1868  Le monde en 2035 vu par la CIA et le Conseil National du renseignement: Le paradoxe du progrès,DDC: DON FR,HP,20071,B8
Main 1869  Il est grand temps de rallumer les étoiles (French Edition),DDC: DON FR,FR,16233,B5
Main 1870  Le secret du mari (French Edition),DDC: DON FR,FR,16234,B5
Main 1871  Une brève histoire du temps: Les grandes théories du cosmos : du Big Bang aux trous noirs,DDC: DON FR,PI,21031,B8
Main 1872  Pratiques de la prévision des ventes,DDC: DON FR,BU,14028,B4
Main 1873  La vérité sort de la bouche du cheval (French Edition),DDC: DON FR,FR,16235,B5
Main 1874  Méthodes de prévision à court terme,DDC: DON FR,MA,6115,B3
Main 1875  DSCG 5 Management des systèmes d'information: Manuel et applications,DDC: DON FR,MK,15013,B4
Main 04/06/2025 23:53 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:19 4/9 ASN No Title Type Identifiers   Call No Copy No Branch 1876  Techniques de productivité: Comment gagner des points de performance. Pour les managers et les encadrants.,DDC: DON FR,BU,14029,B4
Main 1877  La conduite d'une mission d'audit interne : Méthodologie élaborée par un groupe de recherche,DDC: DON FR,BU,14030,B4
Main 1878  Les gourous du management: 40 penseurs de la stratégie,DDC: DON FR,MK,15014,B4
Main 1879  Le manuel des achats (French Edition),DDC: DON FR,MK,15014,B4
"Main 1880  L'essentiel du management industriel - 2e édition: Maîtriser les systèmes : production, logistique, lean management, supply chain...",DDC: DON FR,GI,12041,B4
"Main 1881  Design and Analysis of Experiments, 7E International Student Version",DDC: DON FR,MA,6116,B3
Main 1882  La Fin des certitudes,DDC: DON FR,PI,21032,B8
Main 1883  Méthodes de gestion (French Edition),DDC: DON FR,GI,12042,B4
Main 1884  Economie Internationale (nouvelle édition),DDC: DON FR,EF,10040,B3
Main 1885  Introduction To Operations Research,DDC: DON FR,GI,12043,B4
Main 1886  Modeling the supply chain,DDC: DON FR,GI,12044,B4
Main 04/06/2025 23:53 Librarika: Reports https://centralib.librarika.com/reports/allCatalogCopies/page:19 5/9 ASN No Title Type Identifiers   Call No Copy No Branch 1887  THEORIE DES ORGANISATIONS. De l'intérêt de perspectives multiples,DDC: DON FR,GI,12045,B4
Main 1888  La Systémique (QUE SAIS-JE ?),DDC: DON FR,FR,16236,B5
Main 1889  Au Peril des Idees (French Edition),DDC: DON FR,PI,21033,B8
"Main 1890  Le monde selon amazon: 3 ans d'enquête dans les coulisses de la ""machine à vendre"".",DDC: DON FR,MK,15015,B4
